flight_id,flight_no,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,departure_airport,arrival_airport,aircraft_code,status,base_fare_economy
541,AC1540,2025-10-30 10:45:00,2025-10-30 12:33:00,2025-10-30 10:45:00,2025-10-30 12:33:00,LHR,JFK,32N,On Time,595.99
542,AC1541,2025-09-20 06:15:00,2025-09-20 08:27:00,2025-09-20 06:15:00,2025-09-20 08:27:00,ORD,ATL,738,On Time,269.43
543,AC1542,2025-10-16 05:30:00,2025-10-16 18:48:00,2025-10-16 05:30:00,2025-10-16 18:48:00,YYZ,JNB,388,On Time,623.42
544,AC1543,2025-03-29 12:45:00,2025-03-29 21:45:00,2025-03-29 16:45:00,2025-03-30 01:45:00,BLR,YYZ,789,Delayed,757.02
545,AC1544,2025-05-16 10:30:00,2025-05-16 23:30:00,2025-05-16 10:30:00,2025-05-16 23:30:00,DXB,LAX,388,On Time,177.14
546,AC1545,2025-02-25 05:15:00,2025-02-25 13:15:00,2025-02-25 08:40:00,2025-02-25 16:40:00,BOM,DEL,32N,Delayed,468.43
547,AC1546,2025-04-01 20:00:00,2025-04-02 08:30:00,2025-04-01 20:00:00,2025-04-02 08:30:00,LAX,JNB,321,On Time,744.48
548,AC1547,2025-03-08 22:00:00,2025-03-09 10:42:00,2025-03-09 01:16:00,2025-03-09 13:58:00,JFK,AMS,738,Delayed,478.14
549,AC1548,2025-01-23 21:45:00,2025-01-24 02:09:00,2025-01-24 01:37:00,2025-01-24 06:01:00,BOM,SYD,CR9,Delayed,758.0
550,AC1549,2025-12-23 08:45:00,2025-12-23 11:57:00,2025-12-23 08:45:00,2025-12-23 11:57:00,DEL,SYD,CR9,On Time,312.99
551,AC1550,2025-11-03 22:45:00,2025-11-04 03:27:00,2025-11-03 22:45:00,2025-11-04 03:27:00,GRU,JFK,77W,On Time,737.23
552,AC1551,2025-03-02 21:00:00,2025-03-03 03:12:00,2025-03-02 21:00:00,2025-03-03 03:12:00,JFK,LAX,388,On Time,787.56
553,AC1552,2025-03-21 18:30:00,2025-03-21 23:18:00,2025-03-21 18:30:00,2025-03-21 23:18:00,BOM,DXB,321,On Time,588.68
554,AC1553,2025-07-23 11:45:00,2025-07-23 20:09:00,2025-07-23 11:45:00,2025-07-23 20:09:00,FRA,NRT,738,On Time,268.34
555,AC1554,2025-05-10 14:30:00,2025-05-11 01:42:00,2025-05-10 14:30:00,2025-05-11 01:42:00,CDG,DEL,789,On Time,234.6
556,AC1555,2025-04-28 19:15:00,2025-04-28 22:03:00,2025-04-28 19:15:00,2025-04-28 22:03:00,GRU,JFK,321,On Time,772.45
557,AC1556,2025-12-23 06:15:00,2025-12-23 12:39:00,2025-12-23 06:15:00,2025-12-23 12:39:00,NRT,BLR,388,On Time,787.63
558,AC1557,2025-11-04 18:00:00,2025-11-04 20:18:00,2025-11-04 18:00:00,2025-11-04 20:18:00,SYD,ORD,789,On Time,186.43
559,AC1558,2025-07-25 21:30:00,2025-07-26 07:54:00,2025-07-25 21:30:00,2025-07-26 07:54:00,JFK,LHR,789,On Time,904.94
560,AC1559,2025-09-11 19:00:00,2025-09-11 23:00:00,2025-09-11 19:00:00,2025-09-11 23:00:00,SYD,JFK,738,On Time,787.25
561,AC1560,2025-11-03 21:15:00,2025-11-04 06:27:00,2025-11-03 21:15:00,2025-11-04 06:27:00,DEL,BOM,321,On Time,418.58
562,AC1561,2025-02-14 13:45:00,2025-02-14 19:39:00,2025-02-14 13:45:00,2025-02-14 19:39:00,DXB,BOM,32N,On Time,606.45
563,AC1562,2025-12-27 07:00:00,2025-12-27 15:24:00,2025-12-27 07:00:00,2025-12-27 15:24:00,LHR,DXB,738,On Time,584.06
564,AC1563,2025-05-22 12:15:00,2025-05-22 19:27:00,2025-05-22 12:15:00,2025-05-22 19:27:00,FRA,JFK,77W,On Time,123.86
565,AC1564,2025-02-24 22:00:00,2025-02-25 05:48:00,2025-02-24 22:00:00,2025-02-25 05:48:00,ORD,DEL,388,On Time,217.12
566,AC1565,2025-10-03 13:45:00,2025-10-04 03:21:00,2025-10-03 13:45:00,2025-10-04 03:21:00,LHR,DXB,77W,On Time,759.07
567,AC1566,2025-08-23 19:00:00,2025-08-24 02:30:00,2025-08-23 19:00:00,2025-08-24 02:30:00,HKG,BLR,CR9,On Time,437.62
568,AC1567,2025-12-13 12:30:00,2025-12-13 19:12:00,2025-12-13 12:30:00,2025-12-13 19:12:00,NRT,JFK,32N,On Time,564.59
569,AC1568,2025-05-08 14:00:00,2025-05-08 20:30:00,2025-05-08 15:57:00,2025-05-08 22:27:00,SIN,ORD,77W,Delayed,183.1
570,AC1569,2025-06-10 16:15:00,2025-06-11 04:57:00,2025-06-10 16:15:00,2025-06-11 04:57:00,YYZ,DFW,789,On Time,906.11
571,AC1570,2025-09-13 11:15:00,2025-09-13 21:57:00,2025-09-13 12:37:00,2025-09-13 23:19:00,DXB,FRA,32N,Delayed,310.24
572,AC1571,2025-11-13 16:15:00,2025-11-14 03:27:00,2025-11-13 16:15:00,2025-11-14 03:27:00,SYD,CDG,CR9,On Time,185.14
573,AC1572,2025-11-11 05:00:00,2025-11-11 17:06:00,2025-11-11 05:00:00,2025-11-11 17:06:00,YYZ,GRU,789,On Time,381.8
574,AC1573,2025-05-21 20:15:00,2025-05-22 10:03:00,,,JNB,ORD,388,Cancelled,352.62
575,AC1574,2025-03-07 06:45:00,2025-03-07 14:15:00,2025-03-07 06:45:00,2025-03-07 14:15:00,ATL,BLR,388,On Time,537.05
576,AC1575,2025-03-31 19:00:00,2025-04-01 05:12:00,2025-03-31 19:00:00,2025-04-01 05:12:00,BOM,CDG,738,On Time,692.04
577,AC1576,2025-07-14 08:30:00,2025-07-14 14:30:00,2025-07-14 09:47:00,2025-07-14 15:47:00,JFK,LAX,32N,Delayed,575.31
578,AC1577,2025-11-10 15:30:00,2025-11-10 19:18:00,2025-11-10 15:30:00,2025-11-10 19:18:00,ATL,GRU,789,On Time,467.85
579,AC1578,2025-07-25 13:45:00,2025-07-25 17:27:00,2025-07-25 13:45:00,2025-07-25 17:27:00,HKG,ATL,77W,On Time,597.99
580,AC1579,2025-05-19 12:45:00,2025-05-20 00:57:00,2025-05-19 12:45:00,2025-05-20 00:57:00,ATL,DXB,321,On Time,784.03
581,AC1580,2025-01-05 10:45:00,2025-01-05 18:27:00,2025-01-05 10:45:00,2025-01-05 18:27:00,SIN,SYD,789,Arrived,824.99
582,AC1581,2025-06-11 20:30:00,2025-06-12 01:06:00,2025-06-11 21:12:00,2025-06-12 01:48:00,LHR,DXB,738,Delayed,450.67
583,AC1582,2025-04-21 13:45:00,2025-04-22 01:45:00,2025-04-21 13:45:00,2025-04-22 01:45:00,DXB,GRU,321,On Time,738.01
584,AC1583,2025-10-14 22:30:00,2025-10-15 04:18:00,2025-10-14 22:30:00,2025-10-15 04:18:00,DFW,DXB,77W,On Time,411.41
585,AC1584,2025-04-12 22:15:00,2025-04-13 11:57:00,2025-04-12 22:15:00,2025-04-13 11:57:00,DXB,LHR,388,On Time,389.82
586,AC1585,2025-08-17 07:45:00,2025-08-17 16:57:00,2025-08-17 07:45:00,2025-08-17 16:57:00,LHR,DXB,CR9,On Time,913.97
587,AC1586,2025-06-22 18:45:00,2025-06-23 06:51:00,2025-06-22 18:45:00,2025-06-23 06:51:00,GRU,ATL,738,On Time,254.46
588,AC1587,2025-12-01 14:30:00,2025-12-01 23:36:00,2025-12-01 14:30:00,2025-12-01 23:36:00,ATL,DXB,77W,On Time,856.78
589,AC1588,2025-10-28 21:45:00,2025-10-29 04:27:00,2025-10-28 21:45:00,2025-10-29 04:27:00,HKG,SYD,77W,On Time,139.17
590,AC1589,2025-05-09 07:15:00,2025-05-09 10:51:00,2025-05-09 07:15:00,2025-05-09 10:51:00,SIN,HKG,738,On Time,172.95
591,AC1590,2025-01-28 05:45:00,2025-01-28 13:45:00,2025-01-28 05:45:00,2025-01-28 13:45:00,GRU,FRA,388,Arrived,206.26
592,AC1591,2025-12-02 17:30:00,2025-12-02 21:54:00,2025-12-02 17:30:00,2025-12-02 21:54:00,FRA,YYZ,321,On Time,487.82
593,AC1592,2025-03-29 05:00:00,2025-03-29 14:48:00,2025-03-29 06:53:00,2025-03-29 16:41:00,LAX,ATL,388,Delayed,837.32
594,AC1593,2025-10-04 13:45:00,2025-10-04 16:57:00,,,BLR,SYD,CR9,Cancelled,567.61
595,AC1594,2025-11-20 18:30:00,2025-11-21 07:24:00,2025-11-20 18:30:00,2025-11-21 07:24:00,FRA,JFK,789,On Time,308.52
596,AC1595,2025-07-07 18:30:00,2025-07-07 21:54:00,2025-07-07 18:30:00,2025-07-07 21:54:00,JFK,JNB,77W,On Time,554.35
597,AC1596,2025-06-26 14:45:00,2025-06-26 22:57:00,2025-06-26 14:45:00,2025-06-26 22:57:00,HKG,BLR,32N,On Time,528.3
598,AC1597,2025-01-05 18:30:00,2025-01-06 03:30:00,2025-01-05 21:20:00,2025-01-06 06:20:00,HKG,DEL,77W,Delayed,430.12
599,AC1598,2025-08-12 17:15:00,2025-08-12 20:45:00,2025-08-12 17:15:00,2025-08-12 20:45:00,BOM,DXB,388,On Time,443.47
600,AC1599,2025-02-10 18:15:00,2025-02-11 02:15:00,2025-02-10 21:21:00,2025-02-11 05:21:00,BOM,DEL,77W,Delayed,790.29
601,AC1600,2025-11-29 22:30:00,2025-11-30 05:12:00,2025-11-29 23:46:00,2025-11-30 06:28:00,DXB,SIN,77W,Delayed,233.4
602,AC1601,2025-11-13 19:30:00,2025-11-14 05:48:00,2025-11-13 19:30:00,2025-11-14 05:48:00,LAX,JFK,789,On Time,386.13
603,AC1602,2025-01-12 10:00:00,2025-01-12 15:00:00,2025-01-12 10:00:00,2025-01-12 15:00:00,LAX,YYZ,388,On Time,483.89
604,AC1603,2025-03-19 05:45:00,2025-03-19 09:57:00,2025-03-19 05:45:00,2025-03-19 09:57:00,JFK,LAX,321,On Time,772.15
605,AC1604,2025-08-26 06:30:00,2025-08-26 09:00:00,2025-08-26 06:30:00,2025-08-26 09:00:00,LHR,DFW,77W,On Time,241.25
606,AC1605,2025-02-06 22:45:00,2025-02-07 02:33:00,2025-02-07 00:19:00,2025-02-07 04:07:00,DFW,SYD,789,Delayed,798.32
607,AC1606,2025-05-08 17:45:00,2025-05-08 22:21:00,2025-05-08 17:45:00,2025-05-08 22:21:00,SYD,DEL,321,Arrived,285.32
608,AC1607,2025-09-24 11:45:00,2025-09-24 18:09:00,2025-09-24 11:45:00,2025-09-24 18:09:00,SIN,SYD,321,Arrived,897.06
609,AC1608,2025-01-22 22:00:00,2025-01-23 02:42:00,2025-01-22 22:00:00,2025-01-23 02:42:00,ORD,ATL,738,On Time,284.94
610,AC1609,2025-12-08 11:00:00,2025-12-08 15:24:00,2025-12-08 11:00:00,2025-12-08 15:24:00,GRU,SYD,CR9,On Time,132.51
611,AC1610,2025-03-03 17:15:00,2025-03-03 18:51:00,2025-03-03 17:15:00,2025-03-03 18:51:00,NRT,ATL,388,On Time,770.28
612,AC1611,2025-03-21 16:00:00,2025-03-21 20:36:00,2025-03-21 16:00:00,2025-03-21 20:36:00,LHR,JFK,388,On Time,689.33
613,AC1612,2025-11-17 06:00:00,2025-11-17 11:54:00,2025-11-17 06:00:00,2025-11-17 11:54:00,DEL,DXB,CR9,On Time,565.17
614,AC1613,2025-04-30 15:30:00,2025-05-01 03:06:00,2025-04-30 15:30:00,2025-05-01 03:06:00,LAX,JFK,789,On Time,280.16
615,AC1614,2025-03-10 13:00:00,2025-03-10 20:36:00,2025-03-10 13:00:00,2025-03-10 20:36:00,DXB,SYD,77W,On Time,364.61
616,AC1615,2025-10-18 10:30:00,2025-10-18 16:00:00,2025-10-18 10:30:00,2025-10-18 16:00:00,SIN,JFK,32N,On Time,840.16
617,AC1616,2025-10-11 10:00:00,2025-10-11 18:06:00,2025-10-11 10:00:00,2025-10-11 18:06:00,FRA,DEL,CR9,On Time,800.12
618,AC1617,2025-01-01 21:45:00,2025-01-02 08:27:00,2025-01-02 00:53:00,2025-01-02 11:35:00,CDG,JFK,789,Delayed,831.17
619,AC1618,2025-06-14 07:45:00,2025-06-14 11:39:00,2025-06-14 07:45:00,2025-06-14 11:39:00,HKG,SIN,32N,On Time,755.56
620,AC1619,2025-06-15 18:30:00,2025-06-15 21:24:00,2025-06-15 18:30:00,2025-06-15 21:24:00,ORD,JFK,77W,On Time,175.34
621,AC1620,2025-04-02 06:15:00,2025-04-02 09:03:00,2025-04-02 06:15:00,2025-04-02 09:03:00,SYD,CDG,32N,On Time,146.41
622,AC1621,2025-12-03 20:30:00,2025-12-03 22:36:00,2025-12-03 20:30:00,2025-12-03 22:36:00,DXB,DEL,789,On Time,715.81
623,AC1622,2025-12-02 20:00:00,2025-12-03 03:24:00,2025-12-02 20:00:00,2025-12-03 03:24:00,JFK,LAX,32N,On Time,419.57
624,AC1623,2025-07-08 06:30:00,2025-07-08 14:36:00,2025-07-08 06:30:00,2025-07-08 14:36:00,SIN,YYZ,789,On Time,812.6
625,AC1624,2025-09-23 08:00:00,2025-09-23 18:36:00,2025-09-23 08:00:00,2025-09-23 18:36:00,JFK,HKG,32N,On Time,277.25
626,AC1625,2025-10-19 10:45:00,2025-10-19 21:33:00,2025-10-19 10:45:00,2025-10-19 21:33:00,LHR,HKG,32N,On Time,598.55
627,AC1626,2025-12-07 18:00:00,2025-12-07 21:36:00,2025-12-07 18:00:00,2025-12-07 21:36:00,DXB,LHR,738,On Time,453.29
628,AC1627,2025-10-01 19:30:00,2025-10-02 08:18:00,2025-10-01 19:30:00,2025-10-02 08:18:00,DEL,DXB,32N,On Time,947.39
629,AC1628,2025-11-21 18:30:00,2025-11-22 03:36:00,2025-11-21 18:30:00,2025-11-22 03:36:00,SYD,SIN,789,On Time,297.56
630,AC1629,2025-05-11 16:45:00,2025-05-11 23:51:00,2025-05-11 16:45:00,2025-05-11 23:51:00,HKG,SIN,738,On Time,722.84
631,AC1630,2025-01-09 21:15:00,2025-01-10 11:09:00,2025-01-09 21:15:00,2025-01-10 11:09:00,AMS,LHR,388,On Time,369.28
632,AC1631,2025-06-11 05:30:00,2025-06-11 18:30:00,2025-06-11 05:30:00,2025-06-11 18:30:00,ATL,BLR,CR9,On Time,593.65
633,AC1632,2025-01-20 19:30:00,2025-01-20 23:00:00,2025-01-20 19:30:00,2025-01-20 23:00:00,CDG,HKG,321,On Time,858.39
634,AC1633,2025-06-03 07:45:00,2025-06-03 16:21:00,2025-06-03 07:45:00,2025-06-03 16:21:00,DFW,DEL,77W,On Time,184.08
635,AC1634,2025-03-30 20:00:00,2025-03-31 04:54:00,2025-03-30 20:00:00,2025-03-31 04:54:00,DEL,CDG,789,On Time,726.56
636,AC1635,2025-01-29 15:30:00,2025-01-30 04:00:00,2025-01-29 15:30:00,2025-01-30 04:00:00,CDG,GRU,321,On Time,892.1
637,AC1636,2025-04-27 05:45:00,2025-04-27 07:57:00,2025-04-27 05:45:00,2025-04-27 07:57:00,LAX,JFK,CR9,On Time,385.03
638,AC1637,2025-09-15 12:15:00,2025-09-15 14:21:00,2025-09-15 12:15:00,2025-09-15 14:21:00,CDG,LHR,77W,On Time,446.09
639,AC1638,2025-10-22 21:00:00,2025-10-23 01:18:00,2025-10-22 21:00:00,2025-10-23 01:18:00,BLR,DEL,388,On Time,447.29
640,AC1639,2025-09-01 06:45:00,2025-09-01 11:33:00,2025-09-01 06:45:00,2025-09-01 11:33:00,LAX,BOM,321,On Time,480.63
641,AC1640,2025-03-11 20:15:00,2025-03-12 03:51:00,2025-03-11 20:15:00,2025-03-12 03:51:00,SIN,JFK,CR9,On Time,282.76
642,AC1641,2025-09-26 12:15:00,2025-09-26 14:39:00,2025-09-26 12:15:00,2025-09-26 14:39:00,FRA,GRU,738,On Time,388.43
643,AC1642,2025-02-27 18:45:00,2025-02-28 00:51:00,2025-02-27 18:45:00,2025-02-28 00:51:00,JNB,AMS,321,On Time,405.96
644,AC1643,2025-06-06 10:30:00,2025-06-06 19:42:00,2025-06-06 10:30:00,2025-06-06 19:42:00,DXB,BOM,CR9,Arrived,487.03
645,AC1644,2025-04-30 11:30:00,2025-04-30 14:54:00,2025-04-30 12:21:00,2025-04-30 15:45:00,LAX,NRT,321,Delayed,213.27
646,AC1645,2025-03-17 14:00:00,2025-03-17 19:48:00,2025-03-17 15:48:00,2025-03-17 21:36:00,JFK,CDG,388,Delayed,493.55
647,AC1646,2025-10-03 11:15:00,2025-10-03 19:33:00,2025-10-03 11:15:00,2025-10-03 19:33:00,JFK,LAX,32N,On Time,575.5
648,AC1647,2025-12-22 05:45:00,2025-12-22 14:33:00,2025-12-22 05:45:00,2025-12-22 14:33:00,DXB,LAX,32N,On Time,156.09
649,AC1648,2025-04-13 13:00:00,2025-04-13 20:18:00,,,ORD,ATL,77W,Cancelled,175.28
650,AC1649,2025-12-04 16:00:00,2025-12-04 17:42:00,2025-12-04 19:16:00,2025-12-04 20:58:00,DXB,BOM,738,Delayed,440.81
651,AC1650,2025-12-30 08:30:00,2025-12-30 16:06:00,2025-12-30 08:30:00,2025-12-30 16:06:00,AMS,BOM,388,On Time,193.06
652,AC1651,2025-10-15 05:00:00,2025-10-15 09:36:00,2025-10-15 05:00:00,2025-10-15 09:36:00,ATL,JFK,789,On Time,396.86
653,AC1652,2025-01-10 16:30:00,2025-01-10 22:24:00,2025-01-10 16:30:00,2025-01-10 22:24:00,BOM,LHR,32N,On Time,946.68
654,AC1653,2025-02-01 13:45:00,2025-02-02 02:21:00,2025-02-01 14:22:00,2025-02-02 02:58:00,AMS,DEL,77W,Delayed,903.63
655,AC1654,2025-03-19 15:45:00,2025-03-20 01:27:00,2025-03-19 15:45:00,2025-03-20 01:27:00,YYZ,DXB,32N,On Time,437.23
656,AC1655,2025-11-17 12:45:00,2025-11-17 17:15:00,2025-11-17 12:45:00,2025-11-17 17:15:00,YYZ,AMS,388,On Time,925.55
657,AC1656,2025-08-18 22:15:00,2025-08-19 02:21:00,2025-08-18 22:15:00,2025-08-19 02:21:00,JNB,CDG,77W,On Time,569.32
658,AC1657,2025-03-12 14:15:00,2025-03-12 21:09:00,2025-03-12 18:02:00,2025-03-13 00:56:00,NRT,BLR,CR9,Delayed,240.48
659,AC1658,2025-06-12 07:00:00,2025-06-12 10:48:00,2025-06-12 08:07:00,2025-06-12 11:55:00,YYZ,DEL,32N,Delayed,723.48
660,AC1659,2025-07-30 14:45:00,2025-07-31 01:33:00,2025-07-30 17:58:00,2025-07-31 04:46:00,HKG,DXB,789,Delayed,894.6
661,AC1660,2025-04-07 08:15:00,2025-04-07 12:03:00,2025-04-07 11:21:00,2025-04-07 15:09:00,DEL,JFK,CR9,Delayed,632.07
662,AC1661,2025-04-29 12:15:00,2025-04-29 22:21:00,2025-04-29 12:15:00,2025-04-29 22:21:00,FRA,CDG,388,On Time,691.16
663,AC1662,2025-11-06 20:30:00,2025-11-07 00:18:00,2025-11-06 20:30:00,2025-11-07 00:18:00,LHR,JFK,388,On Time,513.29
664,AC1663,2025-01-17 18:00:00,2025-01-18 07:06:00,2025-01-17 18:00:00,2025-01-18 07:06:00,ORD,ATL,32N,Arrived,304.72
665,AC1664,2025-04-15 07:15:00,2025-04-15 20:21:00,2025-04-15 07:15:00,2025-04-15 20:21:00,DXB,LHR,32N,Arrived,839.72
666,AC1665,2025-08-23 12:45:00,2025-08-23 19:21:00,2025-08-23 12:45:00,2025-08-23 19:21:00,LHR,JFK,77W,On Time,730.33
667,AC1666,2025-07-21 22:00:00,2025-07-22 06:00:00,2025-07-21 22:00:00,2025-07-22 06:00:00,BOM,DEL,77W,On Time,806.42
668,AC1667,2025-09-23 22:45:00,2025-09-24 12:33:00,2025-09-23 22:45:00,2025-09-24 12:33:00,JFK,LHR,32N,On Time,441.54
669,AC1668,2025-04-08 14:45:00,2025-04-08 21:15:00,2025-04-08 14:45:00,2025-04-08 21:15:00,HKG,DXB,321,On Time,806.93
670,AC1669,2025-05-31 06:15:00,2025-05-31 13:33:00,2025-05-31 06:15:00,2025-05-31 13:33:00,BLR,SIN,789,On Time,195.07
671,AC1670,2025-10-27 22:15:00,2025-10-28 04:39:00,2025-10-27 22:15:00,2025-10-28 04:39:00,LHR,DEL,32N,On Time,140.68
672,AC1671,2025-04-14 19:00:00,2025-04-14 23:36:00,2025-04-14 19:00:00,2025-04-14 23:36:00,BLR,BOM,738,On Time,872.94
673,AC1672,2025-03-05 07:00:00,2025-03-05 17:18:00,2025-03-05 07:00:00,2025-03-05 17:18:00,NRT,DFW,738,On Time,190.8
674,AC1673,2025-09-19 10:45:00,2025-09-19 19:09:00,2025-09-19 10:45:00,2025-09-19 19:09:00,SIN,BOM,738,On Time,261.83
675,AC1674,2025-12-04 09:15:00,2025-12-04 21:39:00,2025-12-04 09:15:00,2025-12-04 21:39:00,DEL,DXB,CR9,On Time,711.0
676,AC1675,2025-08-17 14:15:00,2025-08-17 17:15:00,2025-08-17 14:15:00,2025-08-17 17:15:00,BOM,NRT,77W,On Time,288.37
677,AC1676,2025-01-07 19:45:00,2025-01-08 07:57:00,2025-01-07 19:45:00,2025-01-08 07:57:00,DXB,JFK,77W,On Time,124.77
678,AC1677,2025-04-22 20:45:00,2025-04-23 03:21:00,2025-04-22 20:45:00,2025-04-23 03:21:00,GRU,SIN,32N,On Time,618.08
679,AC1678,2025-05-23 22:15:00,2025-05-24 00:21:00,2025-05-23 22:15:00,2025-05-24 00:21:00,DFW,LAX,388,On Time,662.22
680,AC1679,2025-01-17 14:30:00,2025-01-18 03:30:00,2025-01-17 14:30:00,2025-01-18 03:30:00,JFK,LHR,CR9,On Time,466.07
681,AC1680,2025-05-26 22:15:00,2025-05-27 11:51:00,2025-05-27 00:17:00,2025-05-27 13:53:00,ORD,BLR,738,Delayed,893.13
682,AC1681,2025-06-15 16:45:00,2025-06-16 04:33:00,2025-06-15 19:35:00,2025-06-16 07:23:00,JFK,AMS,77W,Delayed,173.89
683,AC1682,2025-12-22 13:30:00,2025-12-22 21:36:00,2025-12-22 13:30:00,2025-12-22 21:36:00,BLR,YYZ,321,On Time,697.54
684,AC1683,2025-10-20 21:00:00,2025-10-21 04:30:00,2025-10-20 21:00:00,2025-10-21 04:30:00,FRA,NRT,321,On Time,895.13
685,AC1684,2025-08-07 15:30:00,2025-08-07 23:36:00,2025-08-07 15:30:00,2025-08-07 23:36:00,AMS,FRA,77W,Arrived,413.7
686,AC1685,2025-09-12 21:45:00,2025-09-13 05:27:00,2025-09-12 21:45:00,2025-09-13 05:27:00,LAX,DEL,388,On Time,625.81
687,AC1686,2025-01-01 08:00:00,2025-01-01 15:18:00,2025-01-01 11:38:00,2025-01-01 18:56:00,SIN,BLR,32N,Delayed,823.9
688,AC1687,2025-07-31 06:30:00,2025-07-31 12:24:00,2025-07-31 06:30:00,2025-07-31 12:24:00,NRT,BOM,789,On Time,296.24
689,AC1688,2025-05-25 13:00:00,2025-05-25 18:18:00,2025-05-25 13:00:00,2025-05-25 18:18:00,DXB,DEL,738,On Time,388.86
690,AC1689,2025-06-20 15:45:00,2025-06-21 02:21:00,2025-06-20 15:45:00,2025-06-21 02:21:00,JFK,LAX,738,On Time,144.17
691,AC1690,2025-06-23 20:45:00,2025-06-24 08:15:00,2025-06-23 20:45:00,2025-06-24 08:15:00,ORD,BOM,77W,On Time,519.64
692,AC1691,2025-10-02 15:45:00,2025-10-03 03:03:00,2025-10-02 15:45:00,2025-10-03 03:03:00,DXB,ATL,CR9,On Time,736.35
693,AC1692,2025-10-17 15:00:00,2025-10-17 19:06:00,2025-10-17 15:00:00,2025-10-17 19:06:00,SYD,CDG,77W,On Time,783.61
694,AC1693,2025-02-03 09:30:00,2025-02-03 21:30:00,2025-02-03 09:30:00,2025-02-03 21:30:00,GRU,SYD,77W,On Time,431.45
695,AC1694,2025-10-20 17:15:00,2025-10-21 02:09:00,2025-10-20 20:57:00,2025-10-21 05:51:00,LHR,YYZ,32N,Delayed,375.87
696,AC1695,2025-01-17 13:45:00,2025-01-17 16:21:00,2025-01-17 15:50:00,2025-01-17 18:26:00,GRU,JFK,738,Delayed,495.08
697,AC1696,2025-09-26 14:15:00,2025-09-26 17:09:00,2025-09-26 14:15:00,2025-09-26 17:09:00,YYZ,SIN,32N,On Time,765.57
698,AC1697,2025-09-17 05:45:00,2025-09-17 18:33:00,2025-09-17 05:45:00,2025-09-17 18:33:00,JNB,SIN,789,On Time,402.3
699,AC1698,2025-09-26 14:30:00,2025-09-26 17:48:00,2025-09-26 18:30:00,2025-09-26 21:48:00,LHR,JFK,CR9,Delayed,935.29
700,AC1699,2025-04-16 06:45:00,2025-04-16 13:03:00,2025-04-16 07:44:00,2025-04-16 14:02:00,LHR,DXB,32N,Delayed,123.41
701,AC1700,2025-11-01 07:30:00,2025-11-01 14:48:00,2025-11-01 07:30:00,2025-11-01 14:48:00,YYZ,DFW,738,On Time,552.08
702,AC1701,2025-01-12 14:15:00,2025-01-12 19:45:00,2025-01-12 14:15:00,2025-01-12 19:45:00,DXB,BOM,77W,On Time,349.62
703,AC1702,2025-12-10 08:30:00,2025-12-10 11:54:00,2025-12-10 08:30:00,2025-12-10 11:54:00,DEL,BLR,789,On Time,132.66
704,AC1703,2025-02-22 11:30:00,2025-02-22 19:54:00,2025-02-22 11:30:00,2025-02-22 19:54:00,DXB,JFK,388,On Time,902.92
705,AC1704,2025-05-06 10:00:00,2025-05-06 15:24:00,2025-05-06 12:48:00,2025-05-06 18:12:00,NRT,CDG,388,Delayed,488.23
706,AC1705,2025-12-12 06:00:00,2025-12-12 12:18:00,2025-12-12 06:00:00,2025-12-12 12:18:00,LAX,DEL,789,On Time,445.29
707,AC1706,2025-11-19 19:30:00,2025-11-20 00:54:00,2025-11-19 23:02:00,2025-11-20 04:26:00,SIN,DFW,388,Delayed,749.47
708,AC1707,2025-08-27 09:00:00,2025-08-27 20:42:00,2025-08-27 11:29:00,2025-08-27 23:11:00,NRT,SIN,321,Delayed,200.73
709,AC1708,2025-12-30 19:45:00,2025-12-31 00:09:00,2025-12-30 19:45:00,2025-12-31 00:09:00,DEL,BLR,738,On Time,834.71
710,AC1709,2025-07-20 10:30:00,2025-07-20 21:54:00,2025-07-20 12:56:00,2025-07-21 00:20:00,FRA,JNB,77W,Delayed,524.63
711,AC1710,2025-06-29 20:45:00,2025-06-30 08:51:00,2025-06-29 20:45:00,2025-06-30 08:51:00,JFK,FRA,321,On Time,409.35
712,AC1711,2025-02-22 17:00:00,2025-02-22 22:36:00,2025-02-22 17:00:00,2025-02-22 22:36:00,CDG,SYD,388,On Time,777.72
713,AC1712,2025-10-30 18:15:00,2025-10-31 03:33:00,2025-10-30 18:15:00,2025-10-31 03:33:00,LHR,JNB,789,On Time,928.33
714,AC1713,2025-04-17 18:45:00,2025-04-18 03:21:00,2025-04-17 18:45:00,2025-04-18 03:21:00,BOM,DEL,77W,On Time,696.13
715,AC1714,2025-02-09 20:00:00,2025-02-10 04:54:00,2025-02-09 20:00:00,2025-02-10 04:54:00,ORD,DFW,738,On Time,580.72
716,AC1715,2025-06-07 17:00:00,2025-06-08 02:00:00,2025-06-07 17:00:00,2025-06-08 02:00:00,SYD,LAX,32N,On Time,615.02
717,AC1716,2025-09-11 06:00:00,2025-09-11 10:12:00,2025-09-11 06:00:00,2025-09-11 10:12:00,SYD,JFK,77W,On Time,602.04
718,AC1717,2025-01-01 09:15:00,2025-01-01 16:27:00,2025-01-01 09:15:00,2025-01-01 16:27:00,HKG,DEL,CR9,On Time,630.92
719,AC1718,2025-12-15 15:30:00,2025-12-16 00:06:00,2025-12-15 17:17:00,2025-12-16 01:53:00,BLR,DEL,32N,Delayed,882.36
